new_id,id,assoc_wdid,assoc_stream_id,water_division,water_district,stream_name,structure_category,location_on_google_maps,latitude,longitude,ah_tot_score,ph_tot_score,rec_tot_score,wc_tot_score
521,856,3701321,174007,5,37,Eagle River,Diversion Dam,"https://www.google.com/maps/@39.5469435428698,-106.4044864385,20z",39.5469,-106.4045,0.76671647,0.32413546,0.670896247,0.613110772
522,857,3700768,174007,5,37,Eagle River,Diversion Dam,"https://www.google.com/maps/@39.4879050263289,-106.35461443967,20z",39.4879,-106.3546,0.757462141,0.319118438,0.660881092,0.617896796
523,862,,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@40.0087492754735,-106.380762372883,20z",40.0087,-106.3808,0.587764094,0.094606701,0.624679992,0.502690194
524,863,,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@40.0076341489469,-106.382079003004,20z",40.0076,-106.3821,0.58776699,0.094785881,0.623868397,0.502693461
525,864,,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@40.0056445777882,-106.381364925001,20z",40.0056,-106.3814,0.587779608,0.095144239,0.622629406,0.502707693
526,869,,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9847496266211,-106.367972411988,20z",39.9847,-106.368,0.587884686,0.098011109,0.609913395,0.385903357
527,875,,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9652547873903,-106.362682035492,20z",39.9653,-106.3627,0.587788684,0.102311414,0.597075401,0.494733647
528,876,,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9674122280175,-106.363022926386,20z",39.9674,-106.363,0.619274807,0.101594696,0.598461774,0.48194743
529,877,3600776,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9632112216811,-106.358494190344,20z",39.9632,-106.3585,0.587828317,0.102669772,0.595710198,0.49477835
530,878,3600775,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9525939880666,-106.358123284775,20z",39.9526,-106.3581,0.666189739,0.105715822,0.588977762,0.597022367
531,879,3600876,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9292428503686,-106.354011859113,20z",39.9292,-106.354,0.684022269,0.110374485,0.580115175,0.598711111
532,880,3600520,173194,5,36/WHT,Blue River,Diversion Dam,"https://www.google.com/maps/@39.9125342965625,-106.340962031236,20z",39.9125,-106.341,0.695992497,0.308905214,0.888167335,0.492301273
533,883,3600749,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.80699103678,-106.167722352933,20z",39.807,-106.1677,0.714888832,0.100877979,0.245491004,0.593780662
534,884,3600660,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.7947501507118,-106.163917681394,20z",39.7948,-106.1639,0.668831635,0.103028131,0.256605886,0.596087612
535,886,3600705,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.784610755855,-106.161599927831,20z",39.7846,-106.1616,0.731175274,0.105895001,0.258950254,0.588305743
536,887,3600642,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.7767453887104,-106.159092534485,20z",39.7767,-106.1591,0.684992781,0.107686794,0.269306579,0.605020303
537,888,3600780,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.7575750305506,-106.131446631403,20z",39.7576,-106.1314,0.659569883,0.286507794,0.608972849,0.547113097
538,889,3600671,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.7363232205865,-106.133548827597,20z",39.7363,-106.1335,0.67491177,0.30155886,0.622320443,0.602618848
539,891,3600603,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.7022526370665,-106.106023914376,20z",39.7023,-106.106,0.676905435,0.092994087,0.31861449,0.541312977
540,892,3600717,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.6758800024098,-106.093661880841,20z",39.6759,-106.0937,0.556058629,0.095323419,0.329475856,0.583943833
541,893,3601114,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.6461284615233,-106.076719260218,20z",39.6461,-106.0767,0.472171399,0.0894105,0.655735764,0.459178305
542,896,3600535,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.6295695939808,-106.071397178614,20z",39.6296,-106.0714,0.524782505,0.090485576,0.652439973,0.295997553
543,899,,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.5576970482982,-106.047821567017,20z",39.5577,-106.0478,0.611415674,0.088156244,0.325854641,0.591856514
544,902,3600963,173194,5,36/TAW,Blue River,Diversion Dam,"https://www.google.com/maps/@39.4751786058065,-106.047069980149,20z",39.4752,-106.0471,0.508647363,0.108582691,0.327736818,0.485984185
545,906,5100877,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@40.087545243496,-105.965991810528,20z",40.0875,-105.966,0.613084688,0.130084214,0.322799516,0.568342368
546,907,5101368/5100831/5100691,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@40.0814544667359,-105.929919247652,20z",40.0815,-105.9299,NA,0.33237771,NA,NA
547,909,5100735,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@40.0785777298486,-105.920650147955,20z",40.0786,-105.9207,NA,0.333452786,NA,NA
548,910,5100826,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@40.0786953707436,-105.916568645417,20z",40.0787,-105.9166,0.647021443,0.333811145,0.667178938,0.649980154
549,911,5101305,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@39.987959868038,-105.827934114841,20z",39.988,-105.8279,0.587748147,0.144060204,0.301787325,0.439138978
550,912,5101307/5100699,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@39.9520462226861,-105.814457259958,20z",39.952,-105.8145,0.707309269,0.144597742,0.327439965,0.595041925
551,913,5101272,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@39.9430900952482,-105.807167667915,20z",39.9431,-105.8072,0.700192673,0.14531446,0.327739289,0.546621361
552,914,5101195,178386,5,51,Fraser River,Diversion Dam,"https://www.google.com/maps/@39.9310965573843,-105.788209820649,20z",39.9311,-105.7882,0.695367214,0.342770113,0.327739289,0.583147373
553,920,5801428,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.4883703818477,-106.969677069766,20z",40.4884,-106.9697,0.592826942,0.072030102,0.283424681,0.496552033
554,921,5801987,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.4997057714068,-106.966266446578,20z",40.4997,-106.9663,0.000324332,0.071492564,0.286603334,0.37035411
555,924,5800728,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5129571692517,-106.954095137516,20z",40.513,-106.9541,0.575209355,0.070955026,0.292428775,0.360353348
556,925,5802578,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5252056761856,-106.938614480447,20z",40.5252,-106.9386,0.583052195,0.070596667,0.298110272,0.442053296
557,926,5800908,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.536220101949,-106.928218260101,20z",40.5362,-106.9282,0.453749185,0.068625694,0.300533932,0.55837946
558,927,5800626,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5442723517128,-106.914635724868,20z",40.5443,-106.9146,0.456532619,0.065221287,0.306277003,0.518175996
559,928,5800940,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5515014637042,-106.895775603344,20z",40.5515,-106.8958,0.505572538,0.062712775,0.309913945,0.586582259
560,929,5801021,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5613241373738,-106.890988910635,20z",40.5613,-106.891,0.701943728,0.061637699,0.30804518,0.649625896
561,930,5800599,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5675776600411,-106.888334964269,20z",40.5676,-106.8883,0.777954843,0.257301559,0.644729511,0.666255371
562,932,5800789,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.5960810647782,-106.920290093193,20z",40.5961,-106.9203,0.52558386,0.06145852,0.279027507,0.519277988
563,933,5800568,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.6109581336237,-106.954831636928,20z",40.611,-106.9548,0.53546658,0.064862928,0.261636059,0.630233941
564,934,5800662,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.6373534147807,-106.949883095109,20z",40.6374,-106.9499,0.544250391,0.059487547,0.24596279,0.486357031
565,935,5800714,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.6529106310684,-106.946016663271,20z",40.6529,-106.946,0.587772504,0.05859165,0.237034978,0.430414931
566,936,5800915,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.6542849145742,-106.944702709611,20z",40.6543,-106.9447,0.623036961,0.058412471,0.236430113,0.499872505
567,937,5800577,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.66401062202,-106.944370452686,20z",40.664,-106.9444,0.614335382,0.057695753,0.231692461,0.583935541
568,938,5800513,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.6843938183761,-106.938374962676,20z",40.6844,-106.9384,0.605582066,0.05590396,0.218654837,0.490331224
569,939,,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.685159413983,-106.93814598077,20z",40.6852,-106.9381,0.632950603,0.055545601,0.21819086,0.591399169
570,940,5800649,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.6964994163673,-106.932189823977,20z",40.6965,-106.9322,0.628859639,0.054112166,0.2162297,0.541574109
571,941,5800928,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.7183380452263,-106.907972778413,20z",40.7183,-106.908,0.615559885,0.245475721,0.528070651,0.533761872
572,942,5800694,172505,6,58,Elk River,Diversion Dam,"https://www.google.com/maps/@40.7271050925756,-106.883954483926,20z",40.7271,-106.884,0.763183943,0.240817058,0.523147328,0.648724395
573,943,4300877,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.0970335704782,-108.81083741625,20z",40.097,-108.8108,0.820730422,0.000358359,0.336369267,0.706793136
574,944,4300868,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.1780425532311,-108.371841261824,20z",40.178,-108.3718,0.869638338,0,0.257961777,0.756055123
575,945,4300796,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.0957380597762,-108.227020169572,20z",40.0957,-108.227,0.783726415,0.000537538,0.176538652,0.556346477
576,946,4301120,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.0813590820075,-108.199061265879,20z",40.0814,-108.1991,0.767989006,0.001254256,0.192481566,0.602021749
577,947,4301036,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.057478754223,-108.156012689833,20z",40.0575,-108.156,0.780814013,0.004300305,0.23707072,0.619576822
578,948,4300684,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.0104690037022,-108.086939845002,20z",40.0105,-108.0869,0.669037937,0.206952159,0.272508209,0.693912224
579,949,4300883,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.0209280941243,-107.967299501062,20z",40.0209,-107.9673,0.59714864,0.020247268,0.307525258,0.480811062
580,950,4300867,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.0173986440199,-107.959295012809,20z",40.0174,-107.9593,0.61198348,0.023472496,0.309571464,0.595219473
581,951,4300926,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@40.034627961894,-107.865941548401,20z",40.0346,-107.8659,0.611947656,0.032431464,0.318899509,0.454885668
582,953,4300694,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9783119952965,-107.812649143607,20z",39.9783,-107.8126,0.61275777,0.044974019,0.27295022,0.45484658
583,954,4300694,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9776945039165,-107.810975073866,20z",39.9777,-107.811,0.707747449,0.045511557,0.272133451,0.595949593
584,955,4300848,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.966731836937,-107.803867613799,20z",39.9667,-107.8039,0.694532733,0.046944992,0.265874769,0.541207442
585,956,4300996,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9509600558653,-107.789022679821,20z",39.951,-107.789,0.661212366,0.049991041,0.251308179,0.491501647
586,957,4300636,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9509075200123,-107.7883586104,20z",39.9509,-107.7884,0.717964968,0.050528579,0.251071676,0.648303294
587,958,4300819,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.944660844239,-107.756654395622,20z",39.9447,-107.7567,0.717977331,0.054470525,0.237485829,0.506262363
588,959,4300607,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9449488367938,-107.755430817511,20z",39.9449,-107.7554,0.71729993,0.054828884,0.237121589,0.601448648
589,960,4300914,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9418513755492,-107.735251031659,20z",39.9419,-107.7353,0.694016126,0.056799857,0.229406414,0.554494428
590,961,4300841,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9475541763281,-107.732042626514,20z",39.9476,-107.732,0.596806124,0.056979036,0.23045711,0.545456766
591,962,4300779,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9459395113402,-107.720301940872,20z",39.9459,-107.7203,0.686646527,0.058233292,0.225135128,0.598690162
592,963,4302599,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9482848023983,-107.699483058992,20z",39.9483,-107.6995,0.703531661,0.255868124,0.220154651,0.648964666
593,964,4300665,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9576059327198,-107.653978179773,20z",39.9576,-107.654,0.6990968,0.063250314,0.20148957,0.504501921
594,965,4300840,204653,6,43,White River,Diversion Dam,"https://www.google.com/maps/@39.9627753325927,-107.648845856988,20z",39.9628,-107.6488,0.788961989,0.261064325,0.200796942,0.645704738
595,970,4400500,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.453339049795,-108.384049542131,20z",40.4533,-108.384,0.740524375,0.197097294,0.360497267,0.602027219
596,971,4400833,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.5259547944173,-108.24807753331,20z",40.526,-108.2481,0.77821369,0.000716717,0,0.211917578
597,972,,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.5332227743818,-108.242696303717,20z",40.5332,-108.2427,0.713762871,0.000895897,0.002516056,0.181931023
598,973,4400786,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.5364369881646,-108.24024620529,20z",40.5364,-108.2402,0.759510754,0.001075076,0.003724751,0.678662551
599,974,4400694,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4724651905438,-107.991365053343,20z",40.4725,-107.9914,0.799282078,0.007883892,0.184417227,0.627563819
600,975,4400677,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4409170547379,-107.914708013258,20z",40.4409,-107.9147,0.784909994,0.0112883,0.217812746,0.665454492
601,976,4400675,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4272198548925,-107.856626755559,20z",40.4272,-107.8566,0.747322428,0.023114137,0.206161981,0.558351647
602,977,4400581,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4992935603314,-107.536635512836,20z",40.4993,-107.5366,0.665649026,0.016126142,0.321653613,0.473211567
603,978,4400589,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.5110538356954,-107.472091725907,20z",40.5111,-107.4721,0.708484552,0.031356388,0.310047766,0.372752079
604,979,4400589,169566,6,44,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.511963183238,-107.469067206628,20z",40.512,-107.4691,0.69474065,0.031893926,0.308535993,0.582915353
605,980,5702088,169566,6,57,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4879465040633,-107.312214113244,20z",40.4879,-107.3122,0.67071628,0.056262319,0.34127234,0.619518566
606,981,5700628,169566,6,57,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4915223339381,-107.30301950422,20z",40.4915,-107.303,0.626850205,0.058054112,0.322419899,0.496289504
607,982,5700592,169566,6,57,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.5115122531924,-107.210886592529,20z",40.5115,-107.2109,0.620067784,0.067550618,0.353849192,0.608536865
608,983,5700675,169566,6,57,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.480138580973,-107.03333047355,20z",40.4801,-107.0333,0.632568575,0.269485755,0.637193814,0.735719525
609,984,5700579,169566,6,57,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4793556018399,-107.009756334707,20z",40.4794,-107.0098,NA,0.269664935,NA,NA
610,985,,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4932472302142,-106.946596480337,20z",40.4932,-106.9466,0.573306078,0.268589858,0.636737052,0.594658115
611,986,5800944,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4970180596155,-106.85929736344,20z",40.497,-106.8593,0.39234385,0.259272532,0.652128209,0.479146288
612,987,5800944,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4966495737016,-106.858488057674,20z",40.4966,-106.8585,0.587748787,0.259093352,0.652432248,0.447606952
613,988,5801045,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4930592719907,-106.849849389365,20z",40.4931,-106.8498,0.587877037,0.258734994,0.652598401,0.447751607
614,989,5801898,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4898325763536,-106.842685623483,20z",40.4898,-106.8427,0.587772274,0.258197456,0.652462676,0.447633443
615,990,5801898,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4886740472336,-106.84113197426,20z",40.4887,-106.8411,0.635001457,0.257839097,0.652462676,0.583621969
616,991,5801897,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4870955105614,-106.839169958903,20z",40.4871,-106.8392,0.635000683,0.454578033,0.652461673,0.488917845
617,992,5801899,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4860093652263,-106.837635841369,20z",40.486,-106.8376,0.587771499,0.454398853,0.652461673,0.440273392
618,994,5801782,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4709590090996,-106.831283296176,20z",40.471,-106.8313,0.552381066,0.453502956,0.657374781,0.632210193
619,995,5800612,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4360464807402,-106.826107827975,20z",40.436,-106.8261,0.539972785,0.057516574,0.325885566,0.531949176
620,996,5800512,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4249106165463,-106.831677867635,20z",40.4249,-106.8317,0.365940515,0.056083139,0.315672362,0.40603094
621,998,5801786,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4108894095811,-106.833728670979,20z",40.4109,-106.8337,0.512213394,0.051066117,0.306456187,0.25923024
622,999,5801787,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4090417625078,-106.833443818324,20z",40.409,-106.8334,0.512213394,0.050707758,0.305271595,0.25923024
623,1000,,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4067391481667,-106.834528412757,20z",40.4067,-106.8345,0.512206729,0.049453503,0.303656429,0.259222722
624,1001,,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.4052986178282,-106.834159935318,20z",40.4053,-106.8342,0.340082593,0.047840889,0.302789446,0.463006614
625,1003,5800530,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.3846734351784,-106.831782833963,20z",40.3847,-106.8318,0.588106878,0.043719763,0.289966323,0.456250857
626,1004,5800897,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.3699248201583,-106.809747568938,20z",40.3699,-106.8097,0.587761848,0.035477513,0.279664361,0.463703904
627,1005,5800922,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.369912953014,-106.808248025332,20z",40.3699,-106.8082,0.587761848,0.034760796,0.279646286,0.486236061
628,1006,5800850,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.3654683543361,-106.800561038914,20z",40.3655,-106.8006,0.643201974,0.03081885,0.276765786,0.594508916
629,1007,5800749,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.3346977895555,-106.812259571266,20z",40.3347,-106.8123,0.623457485,0.015051066,0.258521064,0.546268003
630,1008,5800916,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.3140935181387,-106.812307783597,20z",40.3141,-106.8123,0.451364105,0.012721734,0.251820753,0.477447109
631,1009,5800905,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.3111975701139,-106.811220961565,20z",40.3112,-106.8112,0.771523214,0.012184196,0.251839008,0.648825072
632,1010,5802120,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2878079296547,-106.822535460484,20z",40.2878,-106.8225,0.739481417,0.02221824,0.275524329,0.65965026
633,1011,,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.261205830006,-106.904899283922,20z",40.2612,-106.9049,0.589269597,0.035298334,0.30263591,0.501518905
634,1012,,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2599746944967,-106.914019561132,20z",40.26,-106.914,0.503811622,0.03619423,0.306319664,0.477725369
635,1013,5801035,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2606586987195,-106.916309797031,20z",40.2607,-106.9163,0.503811622,0.03637341,0.30757237,0.477725369
636,1014,,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2537473788618,-106.926084538288,20z",40.2537,-106.9261,0.504061371,0.036731769,0.309672311,0.478007065
637,1015,5800809,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2487525547782,-106.932025628538,20z",40.2488,-106.932,0.486084282,0.037269307,0.309118128,0.585315142
638,1016,5801710,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2390980785723,-106.937927070971,20z",40.2391,-106.9379,0.571868627,0.037627665,0.310351315,0.585545615
639,1017,5800873,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.2184855982605,-106.94061252135,20z",40.2185,-106.9406,0.577396112,0.048736786,0.295898812,0.580375258
640,1018,5800808,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.214037773077,-106.932302810425,20z",40.214,-106.9323,0.551374782,0.052141193,0.291982717,0.582704923
641,1019,5801102,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.1983724600531,-106.921828147991,20z",40.1984,-106.9218,0.573391412,0.051603655,0.299188001,0.485652016
642,1020,5800879,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.1887100901748,-106.918355137485,20z",40.1887,-106.9184,0.570482266,0.048915965,0.305772465,0.57367821
643,1021,5800622,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.1799041747689,-106.91384519673,20z",40.1799,-106.9138,0.581092273,0.04748253,0.31288716,0.517729635
644,1022,5800543,169566,6,58,Yampa River,Diversion Dam,"https://www.google.com/maps/@40.1695743497871,-106.905876751856,20z",40.1696,-106.9059,0.645841563,0.050886938,0.319676037,0.57383198
645,1026,3200529,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.3264440903418,-108.941073041582,20z",37.3264,-108.9411,0.535370515,0.042644687,0.155374491,0.545717924
646,1027,3200528,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.325892245694,-108.931402624829,20z",37.3259,-108.9314,0.589346725,0.041569611,0.160492561,0.597104311
647,1028,3200634,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.3290773473762,-108.880254316579,20z",37.3291,-108.8803,0.623951814,0.041032073,0.191445077,0.599457279
648,1029,3200574,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.3280194031044,-108.878041139191,20z",37.328,-108.878,0.605060141,0.041390432,0.192673732,0.598576451
649,1030,3200652,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.3377636172844,-108.790105247288,20z",37.3378,-108.7901,0.556904415,0.043182225,0.244735636,0.590342054
650,1031,3200509,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.3357217752864,-108.732587036032,20z",37.3357,-108.7326,0.500896184,0.00842143,0.275020915,0.581235741
651,1032,3200877,201753,7,32,McElmo Creek,Diversion Dam,"https://www.google.com/maps/@37.3196010712025,-108.601096248181,20z",37.3196,-108.6011,0.58951449,0.065042107,0.375477367,0.564501203
652,1034,2900555,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0150661565914,-107.225066655026,20z",37.0151,-107.2251,0.702496283,0.056441498,0.159716485,0.496706547
653,1035,2901060,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0177567508736,-107.216056401238,20z",37.0178,-107.2161,0.622585514,0.047124171,0.163266792,0.602775324
654,1036,2900759,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0348904457739,-107.204331724212,20z",37.0349,-107.2043,0.686859578,0.244221466,0.505965267,0.696464085
655,1037,2900611,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0541858895275,-107.109200038576,20z",37.0542,-107.1092,0.69179974,0.228453682,0.534255193,0.607174342
656,1039,2900663,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0831208082619,-107.067072400947,20z",37.0831,-107.0671,0.678744061,0.22612435,0.544978692,0.550039154
657,1040,2900615,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0964529424528,-107.05274312223,20z",37.0965,-107.0527,0.678479255,0.224332557,0.552542266,0.50238885
658,1041,2900743,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.0990602372704,-107.0542142025,20z",37.0991,-107.0542,0.631879794,0.224690916,0.554318522,0.553064892
659,1042,2900699,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1010010111277,-107.049843220291,20z",37.101,-107.0498,0.678830807,0.223974198,0.556743665,0.603500093
660,1045,,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1128865381529,-107.045441709127,20z",37.1129,-107.0454,0.587773042,0.223615839,0.562842403,0.49372152
661,1046,2900618,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1200395090746,-107.043067403576,20z",37.12,-107.0431,0.739917509,0.222899122,0.567474517,0.647324261
662,1047,2900567,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1217295273917,-107.045176950249,20z",37.1217,-107.0452,0.741907942,0.224153378,0.5748599,0.606083149
663,1048,2900856,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1634030305538,-107.038976029055,20z",37.1634,-107.039,0.650949642,0.224511736,0.595116163,0.505686922
664,1049,,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1722678307713,-107.03554730617,20z",37.1723,-107.0355,0.587831148,0.223795019,0.600691215,0.503390929
665,1051,2900961,1454998,7,29,San Juan River,Diversion Dam,"https://www.google.com/maps/@37.1777464220223,-107.033435031947,20z",37.1777,-107.0334,0.638151315,0.222540763,0.604313631,0.548347621
